編號,設置地點,詳細地址,所轄里鄰別,電話,原住民
1572,瑞豐國中 3210教室,"瑞興街 99 號(由公
正路側門進入)",瑞文里 1-10 鄰,7713181,"（1） 
原住民"
1573,瑞豐國中 3212教室,"瑞興街 99 號(由公
正路側門進入)",瑞文里 11-16 鄰,7713181,（1）
1574,瑞豐國小專科教室,瑞隆路 100 號,瑞華里 1-5 鄰,"7110846 轉
6031",（1）
1575,"瑞豐國小一年 4 班
教室",瑞隆路 100 號,瑞華里 6-15 鄰,"7110846 轉
6031","（1） 
原住民"
1576,"瑞豐國小一年 6 班
教室",瑞隆路 100 號,瑞華里 16-21 鄰,"7110846 轉
6031",（1）
1577,"瑞豐國小一年 2 班
教室",瑞隆路 100 號,瑞昌里 1-11 鄰,"7110846 轉
6031",（1）
1578,"瑞豐國小特教班專
科教室",瑞隆路 100 號,瑞昌里 12-22 鄰,"7110846 轉
6031","（1） 
原住民"
第 10 選舉區,"",小港區,"","","",""
1579,"小港國小課後照顧
班(一)",平和路 1 號,"小港里 1-4、6、 8、9
鄰",8215923,"(2) 原住民 
5、7、10、11 鄰
空鄰"
1580,"小港國小課後照顧
班(二)",平和路 1 號,小港里 12-20 鄰,8215923,(2)
1581,中鋼幼兒園大廳,平和十路 52 號,港口里 1-14 鄰,8111831,(1)
1582,港口里活動中心,鋼平街 173 巷 2 號,港口里 15-25 鄰,8126716,"(1) 
原住民"
1583,"小港國小鄉土語言
教室",平和路 1 號,港正里 1-12 鄰,8215923,"(2)  
原住民"
1584,小港國小資源教室,平和路 1 號,港正里 13-20 鄰,8215923,(2)
1585,"港和國小高雄市新
移民學習中心",平和南路 300 號,港墘里全里,8131506,"(2) 
原住民"
1586,萬德禪寺右側廂房,漢威街 141 號,港明里 1-8 鄰,8417457,(1)
1587,萬德禪寺大廳左側,漢威街 141 號,港明里 9-15 鄰,8417457,"(1) 
原住民"
1588,"港后里活動中心左
側",豐田街 66 號,港后里 2-6 鄰,0910811295,"(2) 
原住民"
1589,"港后里活動中心右
側",豐田街 66 號,港后里 1、7-11 鄰,0910811295,(2)
1590,"小港國中（南 102
三年 1 班教室",平和南路 185 號,港南里全里,8215929,"(2) 原住民 
10 鄰空鄰"
1591,港興社區活動中心,福隆街 63 號,港興里 1-7 鄰,8033922,(2)
1592,"小港國中（南 105
二年 2 班教室",平和南路 185 號,港興里 8-12 鄰,8215929,"(2) 
原住民"
1593,"鳳宮、店鎮里活動
中心一樓",店北路 180 號,鳳宮里全里,8152141,"(2) 
原住民"
1594,"二苓國小社區圖書
館",立群路 6 號,店鎮里 1-8 鄰,8016837,(2)
1595,"二苓國小二年一班
教室",立群路 6 號,店鎮里 9-14 鄰,8016837,"(2) 
原住民"
1596,"二苓國小二年三班
教室",立群路 6 號,店鎮里 15-21 鄰,8016837,(2)
1597,"二苓國小二年四班
教室",立群路 6 號,店鎮里 22-27 鄰,8016837,(2)
1598,"高雄公園老人活動
中心左側",中山四路 29 號,大苓里 1-10 鄰,8036453,"(2) 
原住民"
1599,"高雄公園老人活動
中心右側",中山四路 29 號,大苓里 11-17 鄰,8036453,(2)
1600,"二苓國小音樂教室
A",立群路 6 號,"二苓里 1-5、7、16、
20-22 鄰",8016837,"(2) 
原住民"
1601,"高雄市立空中大學
系學會及志工社團
聯合辦公室",大業北路 436 號,"二苓里 6、8-15、17-19
鄰",8012008,(2)
1602,"高雄市立空中大學
社團多功能活動區",大業北路 436 號,"三苓里 1-5、12、15、
16 鄰",8012008,(2)
1603,"高雄市立空中大學
C106 普通教室",大業北路 436 號,"三苓里 6-11、13、14
鄰",8012008,"(2) 
原住民"
1604,"中山國中三年 6 班
教室",漢民路 352 號,正苓里 1、3-12、14 鄰,8021765,"(2) 
2、13 鄰空鄰"
1605,"中山國中三年 4 班
教室",漢民路 352 號,"正苓里 15-17、19-25
鄰",8021765,"(2) 
18 鄰空鄰"
1606,"中山國中一年 3 班
教室",漢民路 352 號,正苓里 26、28-38 鄰,8021765,"(2) 原住民 
27 鄰空鄰"
1607,"中山國中三年 1 班
教室",漢民路 352 號,順苓里 1-6、23 鄰,8021765,(2)
1608,"中山國中一年 1 班
教室",漢民路 352 號,順苓里 7-15、25 鄰,8021765,"(2) 
原住民"
1609,"中山國中二年 6 班
教室",漢民路 352 號,"順苓里 16-22、24、26
鄰",8021765,(2)
1610,"漢民國小四年一班
教室",漢民路 500 號,六苓里 1-4 鄰,8034736,(2)
1611,"漢民國小四年三班
教室",漢民路 500 號,六苓里 5-8 鄰,8034736,"(2) 
原住民"
1612,"漢民國小五年一班
教室",漢民路 500 號,宏亮里 1-7 鄰,8034736,(2)
1613,"漢民國小四年六班
教室",漢民路 500 號,宏亮里 8-13 鄰,8034736,"(2) 
原住民"
1614,"青山國小六年一班
教室",飛機路 153 號,山東里 1-13 鄰,8024872,"(2) 原住民 
14 鄰空鄰"
1615,"青山國小六年三班
教室",飛機路 153 號,山東里 15-27 鄰,8024872,(2)
1616,"山東、青島里社區
活動中心",中光街 23 號,青島里全里,8038408,"(2) 原住民 
6、9 鄰空鄰"
1617,"青山國小一年二班
教室",飛機路 153 號,"濟南里 1、12、14-16
21、23-26 鄰",8024872,"(2) 
原住民"
1618,濟南里活動中心,飛機路 153 號,"濟南里 2-11、13、
17-20、22 鄰",8071328,(2)
1619,"青山國小三年一班
教室",飛機路 153 號,泰山里 1-10 鄰,8024872,"(2) 
原住民"
1620,"青山國小三年三班
教室",飛機路 153 號,泰山里 11-17 鄰,8024872,(2)
1621,"鳳陽國小一年一班
教室",鳳陽街 2 號,山明里 1、29-32 鄰,8010865,(2)
1622,鳳福宮一樓,鳳福路 2 號,山明里 2-10 鄰,8022671,(2)
1623,"華山國小 2 年 2 班
教室",華仁街 1 號,"山明里 11、19、20、
27 鄰",8062280,(2)
1624,"山明里活動中心一
樓",鳳福路 3 號,"山明里 12、17、18、
21-24 鄰",0937491625,(2)
1625,"鳳陽國小一年三班
教室",鳳陽街 2 號,山明里 13-16、28 鄰,8010865,(2)
1626,"華山國小 2 年 3 班
教室",華仁街 1 號,山明里 25、26 鄰,8062280,"(2) 
原住民"
1627,"太平國小敬業樓一
年 3 班教室",營口路 1 號,高松里 1-14 鄰,8019006,"(2) 
原住民"
1628,"太平國小敬業樓一
年 2 班教室",營口路 1 號,高松里 15-24 鄰,8019006,(2)
1629,"華山國小 1 年 3 班
教室",華仁街 1 號,"松金里 1-3、5-8、10-12
鄰",8062280,"(2) 原住民 
4、9 鄰空鄰"
1630,"華山國小 1 年 2 班
教室",華仁街 1 號,"松金里 13-17、19-21
鄰",8062280,"(2) 
18 鄰空鄰"
1631,"太平國小敬業樓課
後班教室",營口路 1 號,松山里 2-5 鄰,8019006,"(2) 原住民 
1 鄰空鄰"
1632,"太平國小敬業樓一
年 1 班教室",營口路 1 號,松山里 6-14 鄰,8019006,(2)
1633,"坪頂國小二年一班
教室",大平路 2 號,大坪里全里,8911410,"(2) 
原住民"
1634,"坪頂國小一年一班
教室",大平路 2 號,坪頂里 1-8、10、11 鄰,8911410,"(2) 
原住民"
1635,"坪頂國小一年二班
教室",大平路 2 號,坪頂里 9、12 鄰,8911410,(2)
1636,"坪頂國小安親班教
室",大平路 2 號,坪頂里 13-15 鄰,8911410,(2)
1637,孔宅社區活動中心,孔宅街 78 號,孔宅里 1-9 鄰,0933317676,(2)
1638,"東高雄社區活動中
心",旭東街 2 號旁,孔宅里 10-17 鄰,7913286,(2)
1639,"明義國中一年十班
教室",明義街 2 號,孔宅里 18-20 鄰,7911296,"(2) 
原住民"
1640,"廈莊里活動中心一
樓",新昌街 11 之 8 號,廈莊里 1-8 鄰,7912118,"(1) 
原住民"
1641,下庄幼兒園,新昌街 11 號,廈莊里 9-14 鄰,0918299972,(1)
1642,"合作里里民活動中
心",孔祥街 150 號,合作里 1-5、9-11 鄰,0970928389,(2)
1643,明義國小健康中心,明義街 77 號,合作里 6-8、12、13 鄰,7917035,"(2) 
原住民"
1644,"桂林國小 1 年五班
教室",桂陽路 390 號,桂林里 1-10 鄰,7910766,(2)
1645,"桂林國小 1 年六班
教室",桂陽路 390 號,桂林里 11-17 鄰,7910766,(2)
1646,"桂林國小 3 年七班
教室",桂陽路 390 號,桂林里 18-25 鄰,7910766,"(2) 
原住民"
1647,桂林國小自然教室,桂陽路 390 號,桂林里 26-31 鄰,7910766,(2)
1648,"桂林國小課後照顧
班",桂陽路 390 號,中厝里 1-13 鄰,7910766,(2)
1649,"桂林國小社區圖書
室",桂陽路 390 號,中厝里 14-20 鄰,7910766,"(2) 
原住民"
1650,龍鳳殿,朝德街 131 號,鳳鳴里 1、8-14 鄰,8714434,"(2) 
原住民"
1651,寶靈宮,丹山一路 37 之 1 號,鳳鳴里 2-7、15-17 鄰,0912024325,(2)
1652,"鳳鳴國小四年孝班
教室",鳳鳴路 191 號,龍鳳里 1-13 鄰,8714561,(2)
1653,"鳳鳴國小四年忠班
教室",鳳鳴路 191 號,龍鳳里 14-26 鄰,8714561,"(2) 
原住民"
1654,大林蒲敬老亭,"鳳林路 126 巷 12 之
1 號",鳳森里全里,8712088,"(2) 
原住民"
1655,"大林蒲康樂活動中
心左側","鳳林路 80 巷 3 之 3
號",鳳林里 1-7 鄰,0970900702,(2)
1656,"大林蒲康樂活動中
心右側","鳳林路 80 巷 3 之 3
號",鳳林里 8-13 鄰,0970900702,"(2) 
原住民"
1657,"鳳林國中三年一班
教室",龍鳳路 559 號,鳳興里 1-8 鄰,8711130,(2)
1658,"鳳林國中三年二班
教室",龍鳳路 559 號,鳳興里 9-12 鄰,8711130,"(2) 
原住民"
1659,"鳳林國小夜光天使
班教室",鳳林路 207 號,鳳源里 1、3-12 鄰,8712367,"(2) 原住民 
2 鄰空鄰"
1660,"鳳林國小課後照顧
班教室",鳳林路 207 號,鳳源里 13-20 鄰,8712367,(2)
第 11 選舉區,"",大寮區,"","",""
1661,拷潭里保福宮,拷潭里拷潭路35號,拷潭里1-8、17鄰,8901310,(2)
1662,拷潭里鎮潭宮,"拷潭里拷潭路174
之20號",拷潭里9-16鄰,0937318415,"(3) 
原住民"
1663,內坑里佛聖宮,"內坑里內坑路 148
號",內坑里13-19鄰,0932799319,(3)
1664,"內坑里舊社區活動
中心","內坑里內坑路105
之1號","內坑里6-12、27、28 
鄰","7813435 
0921686004","(2) 
原住民"
1665,"內坑里關東市大樓
(會議室)","內坑里仁德路16巷
12號","內坑里5、20-21、23-26
鄰",7874817,(2)
1666,"內坑里大崎腳玄明
殿",內坑里內坑路11號,內坑里1-4、22鄰,"7882713 
0912706135",(2)
1667,"大寮國小至誠樓二
年忠班","大寮里大寮路740
號",大寮里1-9鄰,"7881062 
0988140035",(2)
1668,"大寮國小至誠樓二
年仁班","大寮里大寮路740
號",大寮里10-20鄰,"7881062 
0988140035",(2)
1669,"大寮國小至誠樓三
年愛班","大寮里大寮路740
號",大寮里21-27鄰,"7881062 
0988140035",(2)
1670,"大寮國小至誠樓五
年孝班","大寮里大寮路740
號",大寮里28-37鄰,"7881062 
0988140035",(2)
1671,"大寮里社區活動中
心","大寮里大寮路781
號",大寮里38-43鄰,7881231,"(1) 
原住民"
1672,"上寮里慈誠宮活動
中心",上寮里上寮路41號,"上寮里1-10、18、19
鄰",0926162199,(1)
1673,上寮里慈安宮,"上寮里上寮路212
號","上寮里11-17、20、21
鄰",7880267,"(3) 
原住民"
1674,"三隆里社區活動中
心","三隆里正隆街43號
左側","三隆里6、8-10、
16-20、26、27、37鄰",0910690273,(1)
1675,三隆里慈隆宮,"三隆里慈隆街9之1
號","三隆里1-5、21、23、
28-30鄰",0912117107,(3)
1676,三隆里慈后宮,三隆里正隆街42號,"三隆里7、11-15、22
24、25、35、38、40","7812562 
0910762724","(3) 
原住民"
1677,"三隆里社區巡守隊
服務處","三隆里正隆街43號
左側","三隆里31-34、36、39
41-48鄰",0910690273,(1)
1678,"琉球里社區發展協
會",琉球里黃厝路36號,琉球里1-10鄰,0910867637,"(3) 
原住民"
1679,"琉球里黃厝北極上
帝殿","琉球里黃厝路35之
10號","琉球里11-15、29、31
34-36鄰",0929088489,(1)
1680,琉球里武侯宮,琉球里琉球路64號,"琉球里16-28、30、32
33鄰",7832026,(2)
1681,"翁園里社區活動中
心","翁園里翁園路79之
1號",翁園里1-5、21-22鄰,0918450693,(2)
1682,"翁園國小(樂活運
動站右側教室)",翁園里翁園路79號,翁園里6-14鄰,"7811658#40 
0913629275",(1)
1683,"翁園國小(樂活運
動站左側教室)",翁園里翁園路79號,翁園里15-20、23鄰,"7811658#40 
0913629275","(1) 
原住民"
1684,"前庄里社區活動中
心左側",前庄里前庄路39號,前庄里1-8鄰,7014771,(3)
1685,"前庄里社區活動中
心右側",前庄里前庄路39號,前庄里9-16鄰,7014771,"(3) 
原住民"
1686,"中庄國小(B102教
室)",中庄里中庄路59號,中庄里1-8鄰,7032838,(1)
1687,"中庄國小(B104教
室)",中庄里中庄路59號,"中庄里9-13、16、23
鄰",7032838,(1)
1688,"中庄里勵志幼兒園
(多媒體教室)","中庄里四維路310
號","中庄里 14、15、17-19
鄰",7025766,"(1) 
原住民"
1689,"中庄里勵志幼兒園
(寶貝班教室)","中庄里四維路310
號","中庄里 20、24、25、
30、31、50 鄰",7025766,(1)
1690,"中庄國中2年1班教
室","中庄里光明路三段
1437號",中庄里32、35-39鄰,"7033166 
#310",(2)
1691,"中庄國小(B105教
室)",中庄里中庄路59號,"中庄里21、22、26-28
鄰",7032838,(1)
1692,"中庄國小(B106教
室)",中庄里中庄路59號,"中庄里29、33、34、
40-43鄰",7032838,(1)
1693,"中庄國小(B107教
室)",中庄里中庄路59號,中庄里44-49鄰,7032838,(1)
1694,"財團法人臺灣省私
立高雄仁愛之家
(禮堂)",後庄里民順街1號,"後庄里10-12、25-27、
43鄰","7037380 
#2124",(1)
1695,"臺灣基督長老教會
鳳屏教會(一樓副
廳)","後庄里成功路22巷
1號","後庄里4-9、14、29、
30、37、41、42鄰",7013605,"(2) 
原住民"
1696,"後庄國小(家長聯
絡室)",後庄里民揚路28號,後庄里1、2、17-24鄰,"7035278 
#40",(2)
1697,"後庄里民眾老人活
動中心","後庄里成功路188
號","後庄里28、35、36、
39、40、44鄰",0983728766,(2)
1698,後庄國小(117教室),後庄里民揚路28號,"後庄里3、13、15、16
31-34、38鄰","7035278 
#40",(2)
1699,"義仁里新社區活動
中心","義仁里鳳林一路
179號",義仁里1-6、16-19鄰,6424162,(2)
1700,義仁里保安宮右側,"義仁里鳳林一路
179號",義仁里 7-15 鄰,0932864772,"(2) 
原住民"
1701,"新厝里社區活動中
心",新厝里新三街50號,新厝里1-9鄰,"7880698 
0919425608","(2) 
原住民"
1702,新厝里福德祠,新厝里新五街63號,新厝里10-15鄰,"7880698 
0919425608",(2)
1703,"過溪里社區活動中
心","過溪里過溪路130
號",過溪里5-11鄰,0988453157,(2)
1704,過溪里濃公媽祖宮,"過溪里濃公路168
號",過溪里1-4、12鄰,0932767622,"(3) 
原住民"
1705,"潮寮里新社區活動
中心右側","潮寮里華中南路
200號（對面）",潮寮里5-10鄰,0926103240,"(2) 
原住民"
1706,"潮寮里新社區活動
中心左側","潮寮里華中南路
200號（對面）",潮寮里11-20鄰,0926103240,(2)
1707,"潮寮里老人活動中
心","潮龍路238號（左
側）",潮寮里1-4、21-24鄰,0929197665,(2)
1708,"會結里社區活動中
心","會結里會結路 14之
3 號",會結里全里,0921033040,"(2) 
原住民"
1709,會社里龍雄宮,"會社里鳳林三路
382巷1號","會社里8、10-13、
15-18、35、39、42鄰",7811790,(3)
1710,"會社里基督教中華
循理會大寮教會","會社里鳳林三路
373巷9號","會社里9、14、20、
31-34、40、43鄰","7813365 
0933391214","(2) 
19 鄰空鄰"
1711,"會社里社區活動中
心","會社里鳳林三路
247巷76號","會社里23、26、37、
41鄰",0935696992,"(2) 
原住民"
1713,"會社里高英工商弘
道大樓D2教室(後
棟右側)","會社里鳳林三路19
巷44號","會社里1、21、22、36
鄰","7832991 
#225",(2)
1714,"山頂國小大象班教
室","山頂里山頂路211
號",山頂里2-8鄰,7828205#40,"(2) 
原住民"
1715,"山頂里新社區活動
中心左側","山頂里山頂路178
號","山頂里11、13、18-24
鄰",7838787,(2)
1716,"山頂里新社區活動
中心右側","山頂里山頂路178
號","山頂里25、30、31、
47-53鄰",7838787,(2)
1717,"山頂國小海豚班教
室","山頂里山頂路211
號","山頂里 32-37、41-45
鄰",7828205#40,(2)
1718,山頂國小二年三班,"山頂里山頂路211
號","山頂里9、10、12、
14-16、26-28、39、40",7828205#40,(2)
1719,"山頂國小語文教室
1","山頂里山頂路211
號","山頂里1、17、29、38
46鄰",7828205#40,(2)
1720,"忠義里社區活動中
心","忠義里商協福利路
59之1號",忠義里全里,0933612902,"(3) 
原住民"
1721,"永芳里社區活動中
心","永芳里永芳路73之
1號右側","永芳里10、11、43-46
56鄰",0932798904,(1)
1722,永芳里太子大鑾宮,永芳里永芳路58號,永芳里6-9、37-41鄰,7815904,(1)
1723,永芳里武聖宮,"永芳里永芳路7之6
號",永芳里1-5、21、42鄰,7867979,(1)
1724,"永芳國小五年1班
教室","永芳里鳳林三路
499號","永芳里12-15、17-20、
47-50鄰","7812814#40 
0928740340","(2) 
原住民"
1725,"永芳國小五年3班
教室","永芳里鳳林三路
499號",永芳里22-31鄰,"7812814#40 
0928740340",(2)
1726,"永芳國小六年2班
教室","永芳里鳳林三路
499號","永芳里16、32-36、
51-55、57鄰","7812814#40 
0928740340",(2)
1727,"義和里社區活動中
心","義和里義和路154
之4號",義和里1-12鄰,0927533699,(2)
1728,義和里代天府,"義和里義和路166
號",義和里13-24鄰,0927533699,"(2) 
原住民"
1729,"溪寮里社區活動中
心","溪寮里溪寮路12之
1號",溪寮里1-5、11-14鄰,"6515615 
0932730834",(2)
1730,溪寮國小(109教室),溪寮里溪寮路69號,溪寮里6-10、15-16鄰,6516256#30,"(2) 
原住民"
1731,"江山里社區活動中
心",江山里江山路51號,江山里6-12、14-15鄰,0928376738,"(1) 
原住民"
1732,江山里溫仁宮,江山里江山路9號,江山里1-5、13鄰,0937646928,(3)
1733,昭明國小(114 教室),"昭明里鳳林一路
300巷80號",昭明里1-10鄰,"6426428 
#940",(1)
1734,昭明國小(127 教室),"昭明里鳳林一路
300巷80號",昭明里11-19鄰,"6426428 
#940","(1) 
原住民"
1735,昭明國小(107教室),"昭明里鳳林一路
300巷80號",昭明里20-29鄰,"6426428 
#940",(1)
1736,"光武里社區活動中
心","光武里民生路317
之1號",光武里全里,0912155896,"(1) 
原住民"
1737,"中興里奧思幼兒園
(右側教室)",中興里中正路4號,"中興里8-11、14、
48-49、57、61、71-72","7814643 
0980787381",(1)
1738,"中興里奧思幼兒園
(會議室)",中興里中正路4號,"中興里1-2、4-7、12
15-18、36-41、50鄰","7814643 
0980787381","(1) 
原住民"
1739,"中興里奧思幼兒園
(左側教室)",中興里中正路4號,"中興里3、13、53-56
62-63、67-70、73-74","7814643 
0980787381",(1)
1740,"中興里社區活動中
心右側","中興里文化路2巷2
號",中興里 19-32 鄰,"7811786 
0937795156",(1)
1741,"中興里社區活動中
心左側","中興里文化路2巷2
號","中興里33-35、42-47、
51-52、58-60、64-66","7811786 
0937795156",(1)
第 11 選舉區,"",林園區,"","","",""
1742,保善堂,"仁愛里仁愛路 15巷
18 號",東林里 1-15 鄰,6419315,（1）
1743,"林園國小 6 年 1 班
教室","林園里忠孝西路 20
號",東林里 16-28 鄰,6412125,"（1） 
原住民"
1744,興濟宮,"林園里忠孝西路 18
號",林園里 22-36 鄰,6413121,"（1） 
原住民"
1745,林園國小英語教室,"林園里忠孝西路 20
號",林園里 1-11 鄰,6412125,（1）
1746,"林園區長青文康中
心","林園里林園北路
191 號",林園里 12-21 鄰,6451340,（2）
1747,鳳龍寺,"溪州里溪州一路
223 巷 4 弄 5 號",溪州里 1-13 鄰,6415835,（2）
1748,"溪州社區活動中心
清水寺","溪州里溪州二路 54
號","溪州里 14-21 鄰、33
鄰",6463078,"（1） 
原住民"
1749,溫龍堂,"溪州里溪州二路 57
巷 42 號",溪州里 22-32 鄰,6417239,（1）
